	genotypesgApc_names	genotypesgApc_logfoldchanges	genotypesgApc_pvals_adj	genotypesgApc_percent_expressed	genotypesgLkb1_names	genotypesgLkb1_logfoldchanges	genotypesgLkb1_pvals_adj	genotypesgLkb1_percent_expressed	genotypesgNT_names	genotypesgNT_logfoldchanges	genotypesgNT_pvals_adj	genotypesgNT_percent_expressed
162	Coprs	0.9378241	1.1673323083927169e-05	0.12771085	Sat1	1.162809	1.6628745048741132e-255	0.95827216	Herpud1	0.54605025	2.590848590821981e-15	0.30751964
163	Snhg18	0.572303	1.4028950711219031e-05	0.27951807	1700016C15Rik	2.5596392	3.5795834329670494e-273	0.2828561	Slc7a1	1.0969136	2.6857104859419992e-15	0.11485223
164	Slc7a1	1.0257	1.4798735603277985e-05	0.119277105	Cdkn1c	2.0081613	6.303375170702912e-266	0.47209984	Tspan13	0.7702652	3.34218449920608e-15	0.18294051
165	Psat1	0.7058288	1.5178306567273301e-05	0.19036144	Dusp1	1.2808263	1.0438283521701196e-254	0.95900637	Txnip	0.7907333	2.3429923004382806e-14	0.18106996
166	H2-Q4	0.8656016	1.892603442206626e-05	0.14337349	Psma4	1.2290099	7.283754261837994e-253	0.8549315	Praf2	0.95247287	2.5864380390806722e-14	0.12981668
167	Rbp4	0.47702596	1.9510846626287507e-05	0.38915664	Pgm2l1	2.721261	7.064725027356323e-271	0.26817182	Cd36	0.9726514	3.019452514618649e-14	0.12196034
168	Slc20a2	0.98028064	2.0115599670982175e-05	0.12048193	Pls3	1.3779216	3.0585125837981955e-255	0.7637053	Mif	0.2718776	3.3757822398387524e-14	0.7979798
169	H2-DMb1	0.7495622	2.0620043120231692e-05	0.17831326	Pdcd10	1.2710685	9.124819970396149e-251	0.8263583	Paqr5	0.60565716	3.5932808977737143e-14	0.22858211
170	Khk	0.9093184	2.2464312625458287e-05	0.12530121	Pla2g7	2.4464247	1.9745456454960212e-264	0.33932942	Camk1	0.5337742	3.9753258747061994e-14	0.2899364
171	Ank	0.66676813	2.610530484921259e-05	0.20361446	mt-Co3	0.7091547	7.419182717203415e-248	0.9998164	Tnfrsf21	0.6664341	4.897571599308043e-14	0.2023943
172	Rab20	0.78418505	2.610530484921259e-05	0.15903614	Ctnna1	1.2041965	1.8491139017132367e-241	0.88540137	Fat1	0.47493318	7.182586670789916e-14	0.3325851
173	Srm	0.48135322	3.484369537342074e-05	0.3120482	Csnk1a1	1.0923841	9.999380155898505e-239	0.9348385	St3gal6	0.8520575	1.599223313696496e-13	0.14702581
174	Ptms	0.30011576	3.7034577558625584e-05	0.6325301	F2rl1	1.9293689	1.2507071350814495e-249	0.43826482	Crip2	0.3874563	1.9666406947877335e-13	0.4526749
175	Cyr61	0.4840895	3.726853927803158e-05	0.40722892	Psap	1.1268787	1.2340997821650607e-239	0.9260891	Ppa2	0.45281574	3.2384278501174106e-13	0.33670035
176	Pfn1	0.1457386	3.880144901282032e-05	0.98674697	H3f3b	0.638826	1.5262048398451963e-238	1.0	Sema4b	0.56249255	3.5446401215079027e-13	0.2506547
177	Tnnt2	0.5340485	4.015324105887206e-05	0.2819277	Adam10	1.3975374	3.853214719024557e-242	0.7567303	9130008F23Rik	0.6024514	3.8382561054769566e-13	0.21735877
178	Plp2	0.28136158	4.138378582882592e-05	0.67831326	Rap1b	1.1800816	7.981658253499774e-238	0.8776921	Aqp3	0.738109	4.611332481452675e-13	0.15712683
179	Unc5b	0.7980297	4.151703771514267e-05	0.14819278	Muc5b	2.8317394	2.817489737050543e-255	0.25183553	Dnajc10	0.53015906	6.469707917067275e-13	0.2764684
180	Card19	0.41505623	4.154075963280817e-05	0.40963855	Ostf1	1.2426016	1.263163126065195e-237	0.8278879	Cwh43	0.5918591	7.207868823538059e-13	0.21885522
181	Tuba1a	0.48834217	4.2356622729280555e-05	0.3325301	Ppic	1.5838592	3.403141863479035e-240	0.54698974	Npm3	0.3959218	1.0104840491514263e-12	0.39543584
182	St3gal5	0.6874429	4.438229853627853e-05	0.18313253	Cd164	1.5314441	3.337983174928438e-237	0.6456192	S100g	0.6057745	2.508905443176991e-12	0.228208
183	Pon2	0.41337225	4.873256130059758e-05	0.3819277	Gsto1	1.1083988	1.2720297934901269e-232	0.9700808	Rgs17	0.91380554	2.8444248817862573e-12	0.11111111
184	Abcb1b	0.8468992	4.915505183098841e-05	0.1313253	Jam2	2.7320836	2.5061327183610004e-248	0.25856584	Cux1	0.4521102	3.1864362389110527e-12	0.32061353
185	AU021092	0.57430005	5.273123063542073e-05	0.23855421	Kctd1	3.0016398	8.407375719591874e-249	0.19836025	Insig1	0.73364806	3.3081420135843066e-12	0.15375982
186	Rab11fip5	0.7414911	5.4278605967455045e-05	0.15662651	Ddx3y	1.9007899	6.359072034225628e-240	0.42474303	Wnt7a	0.89089984	3.9822960270780605e-12	0.115226336
187	Mpp6	0.4618949	5.5681149072862776e-05	0.32409638	Klrc1	2.0733423	4.813272103700524e-241	0.3928047	Hilpda	0.31307775	4.861642674478256e-12	0.6401048
188	H2-T22	0.7991227	5.9901962376979846e-05	0.14578313	Plk2	1.5818862	1.0349049654592667e-236	0.60431963	Gipc2	0.9494552	5.682643651997934e-12	0.10811822
189	Atp5k	0.22320347	6.82079549135793e-05	0.8228916	Hsd17b10	1.1579934	7.373035759640879e-229	0.8595815	Scn8a	0.9662496	5.8257384918147e-12	0.09352787
190	Serpine2	0.63583755	7.231977220102579e-05	0.20120482	Park7	0.9897412	3.527718785494795e-226	0.95747674	Etv3	0.6211317	1.0030659885785875e-11	0.19004864
191	Rpl26	0.13326329	7.84922542751239e-05	0.9891566	Hbegf	1.125888	2.838510736584162e-230	0.957232	Gapdh	0.15642074	1.0043671314532524e-11	0.969697
192	0610012G03Rik	0.32093596	8.436978960106357e-05	0.53614455	Nbl1	1.2402157	3.557465310393501e-228	0.87469405	Pck2	0.63764256	1.5513065702681373e-11	0.17807707
193	Bmp2	0.715564	8.973653862598322e-05	0.16626506	Lmna	0.9320477	1.2701982398503045e-226	0.98604995	Cmtm4	0.53479195	1.7779516302338825e-11	0.23307146
194	Ankrd37	0.6899851	9.376549251637453e-05	0.17349398	H2afy	1.1292158	4.813207983913009e-226	0.8797112	Hsp90aa1	0.23204656	2.208049781894677e-11	0.788627
195	Ralgapa2	0.91439015	9.376549251637453e-05	0.11325301	Dbn1	1.7487509	9.440748862664972e-231	0.4782795	Stard10	0.29924306	2.7326367668823415e-11	0.5533109
196	Fasn	0.6228007	9.498529655347198e-05	0.19759037	Pkp1	2.5463192	6.6524787339842575e-236	0.28720018	Tm2d3	0.44147912	2.7790798789716062e-11	0.3093902
197	Slc16a3	0.48467794	9.598994520323166e-05	0.30240965	Mecom	1.7300992	4.494299295903024e-230	0.5113803	Tnfsf9	0.60752505	3.4974760435279755e-11	0.1821923
198	Ptges	0.33453405	0.00011090604837026223	0.5301205	Rorb	4.133525	3.506855136716711e-244	0.14366128	Rbpms	0.36353195	3.8499978779438083e-11	0.4070333
199	Ybx3	0.4078536	0.00013048883593453595	0.3566265	Pmm1	1.4529903	1.2764217537350724e-227	0.6650147	Abcb1b	0.8268345	6.886790577790801e-11	0.110736996
200	Tnfsf9	0.6165856	0.00014520953090652505	0.19638555	Msln	1.1966898	3.1037987068801846e-223	0.90057516	Rpl9	0.12889427	6.876634107880759e-11	0.97717917
201	Gm11808	0.14900646	0.00014876293951159096	0.9771084	Fam188a	1.7436973	6.031296017719861e-228	0.49455458	Gatm	0.7829712	7.918189988273965e-11	0.11896745
202	Ankrd1	0.8850107	0.00015958616764087278	0.1373494	Psma1	1.1659381	1.5272560693536087e-222	0.8295399	Actb	0.18392923	1.0996206487007809e-10	0.9962589
203	Dlg1	0.7336614	0.0001765509966393933	0.13975903	Bpifb2	3.9483078	1.263163126065195e-237	0.1665443	Hmga1-rs1	0.25432563	1.304423641388869e-10	0.7104377
204	Vegfb	0.8228819	0.00020307038896461504	0.119277105	Akr1a1	0.9018635	8.219223010715612e-219	0.97931963	Eef1a1	0.110036805	1.703260672934557e-10	0.993266
205	Itgb1	0.25055063	0.0002093403225457048	0.7481928	Eif4g2	1.0697591	1.3086608721840406e-219	0.903512	Cystm1	0.22646476	3.0288022451203764e-10	0.76805085
206	Rpp21	0.28791472	0.0002132266570673982	0.5710843	Kcnk1	1.3355789	2.265523844459524e-221	0.7585046	1810055G02Rik	0.6984785	3.4448544942763125e-10	0.13916947
207	Col4a2	0.6583078	0.00023392561963756062	0.15301205	Ly6a	1.1516086	7.923598711817146e-217	0.9842756	Kctd5	0.45770794	3.5805436645758155e-10	0.26337448
208	Ankrd12	0.68830466	0.00023944238978353187	0.15301205	Usp14	1.3493671	3.8733166496352606e-221	0.68104506	Myh14	0.7552639	3.931622551112616e-10	0.12083801
209	Smim14	0.2696647	0.0002407497505676339	0.64096385	Dcun1d5	1.2563682	4.40555456394947e-219	0.7449217	Rpl28	0.15245572	5.956929135877851e-10	0.95323604
210	Ptrh1	0.7261289	0.00024708041876480305	0.13855422	Pnrc1	1.0669671	9.013619062101332e-217	0.93049437	Igsf9	0.7936359	6.753956943894325e-10	0.10587355
211	Ndufa7	0.1783494	0.0002613492251272186	0.8903614	Las1l	1.2392479	1.3642478908331582e-217	0.7895252	Rbp2	0.8408333	6.845128150490959e-10	0.10699589
212	Cystm1	0.21143566	0.0002613824543591561	0.8349398	Gpd2	1.5593491	2.220478096409191e-220	0.5825991	S100a1	0.2443606	7.987250687466313e-10	0.68088293
213	Gm9844	0.23951387	0.00027016894535978226	0.83253014	Por	1.2188194	1.3853193571684294e-216	0.82384974	Btc	0.5929628	9.856536252909613e-10	0.16386083
214	Hes1	0.34392908	0.00027723409352926204	0.4807229	Gabrp	1.6881593	5.231772470092186e-221	0.50256974	Chka	0.29642314	1.015200833765128e-09	0.51627386
215	Rpl6	0.11391059	0.0002949355097531042	0.99156624	Rnf149	1.4415722	5.754886810006884e-217	0.62867105	Map3k1	0.6556705	1.2950585048371231e-09	0.1432847
216	Rexo2	0.36758643	0.000310067475726301	0.3746988	Cav1	1.9907758	1.4841150042681007e-221	0.35970387	Bcas2	0.27429515	1.3247531601500074e-09	0.5271231
217	Pqlc1	0.65539604	0.0003209705660111871	0.15180723	Ybx1	0.67460907	1.1111771533438064e-211	0.99847037	Ssx2ip	0.42885926	1.399022317899757e-09	0.2760943
218	Erich1	0.6738681	0.00032208573680563056	0.15301205	Psma2	1.0049274	3.539911789431996e-211	0.9381424	Klf7	0.40408874	1.994696760780194e-09	0.29218107
219	Ppfibp2	0.8322179	0.00034417413204804485	0.10722891	Bzw1	1.0957763	1.6911784125141915e-212	0.86808616	S100a14	0.2166781	2.0697544444758856e-09	0.8077067
220	Fau	0.10216256	0.000352805699863901	0.99879515	Rpl22l1	1.0043474	1.7783698949755422e-211	0.9523984	Spry2	0.42355302	2.0759191955479503e-09	0.2929293
221	Pcbp4	0.9082385	0.0003598081792463352	0.0939759	Smpdl3a	1.7922995	1.324807759591445e-216	0.4727729	Asap2	0.561435	2.5252631115683092e-09	0.17134306
222	Nmt1	0.39571127	0.0003611002956740663	0.3325301	Tmem212	2.5847254	1.2584485348056844e-222	0.24290259	Gsta4	0.28389883	3.3366187220219236e-09	0.6674149
223	Sgcb	0.69307905	0.0003912899713725579	0.13855422	Leprot	1.397454	4.6433219835063e-212	0.65290016	Krtcap2	0.23363125	4.0693330230109315e-09	0.62738496
224	Ly6k	0.6247849	0.0004027835845496513	0.17108434	U90926	4.623727	7.362120814932987e-228	0.14984092	Polr1c	0.35017374	4.262159630486525e-09	0.35278714
225	Prkx	0.6413805	0.0004120270952978324	0.15662651	Psmb3	1.0529588	3.0175309782875925e-208	0.90993637	Psat1	0.5322847	5.545196144718071e-09	0.18144406
226	Pam	0.3149467	0.0005063402607693647	0.50843376	Klf5	1.1500362	3.991960767323246e-210	0.86845326	Rpl37	0.10857448	6.2070050515250445e-09	0.9906472
227	Scd1	0.6833997	0.0005234127405128787	0.1373494	Wls	1.2967378	1.677179283557085e-210	0.721488	Smim14	0.244125	8.025455490528063e-09	0.6086794
228	Rangrf	0.570302	0.0005405971274625188	0.17831326	Inhba	1.8903601	6.266678070047744e-216	0.45833334	Me2	0.74459565	9.099572869576342e-09	0.11185934
229	Pcolce	0.4169253	0.0005696547903469166	0.30722892	Nptn	1.3442996	4.6964907018563835e-209	0.658162	Creb5	0.49681026	1.3094248018128994e-08	0.19042274
230	Ran	0.18215495	0.0005828799963871002	0.8759036	Acp5	1.5368341	1.2877905195434778e-209	0.58363926	Mdk	0.43460786	1.9545186054670498e-08	0.2375608
231	Aldh2	0.22276244	0.0006058012056280227	0.7445783	Rab18	1.1408262	8.068904126779068e-206	0.8363926	Cyp3a13	0.65662724	2.0288367276260958e-08	0.1204639
232	Phactr4	0.59938544	0.0006062478503307872	0.16506024	Avpi1	1.010805	5.577175404492137e-204	0.94077337	Pla2g12a	0.4265512	2.1041280254847577e-08	0.23569024
233	Lsm1	0.3157694	0.0006304734387514578	0.43493977	Sept7	1.1313452	5.46755767513319e-205	0.83125305	Mphosph10	0.4711809	3.302788011308765e-08	0.19902731
234	Nfic	0.7236846	0.0007232678418600593	0.11686747	Sec61g	0.8833888	1.4168022844064944e-202	0.97485316	Pcolce	0.36335847	3.44792143189297e-08	0.28731763
235	Tpd52l1	0.55971575	0.0007929576062632372	0.1746988	Serinc3	1.1686387	1.2714076488067315e-204	0.8216471	Pdcd11	0.4431624	4.3575974726723475e-08	0.21773289
236	Tmem163	0.71230376	0.0008209444134784584	0.11686747	Anxa1	0.9752694	1.0095504499706893e-202	0.9902105	Znrd1	0.45125386	4.7269287888082586e-08	0.21137299
237	S100a16	0.21359105	0.0008346546500856422	0.7927711	Pkp3	1.5640904	3.0256881874224915e-206	0.5772149	Serpine2	0.49390456	4.978835488609654e-08	0.18106996
238	Nrn1	0.30296543	0.0008346161755576943	0.5337349	Sf3a2	2.6590574	7.172543991727911e-216	0.19523984	Mgp	0.63880765	6.190130383674996e-08	0.15525627
239	Fbp2	0.6719316	0.000854937939717594	0.13012049	Hdac1	1.3007973	5.737068672126764e-204	0.6711943	Stk11	0.3829958	6.468697006865235e-08	0.26898617
240	B4galt6	0.40288478	0.0009502341837112603	0.29156625	Ikzf2	2.1476746	4.642863469125159e-208	0.33204845	Fkbp4	0.19406113	8.194116769569468e-08	0.70819306
241	Hsp90aa1	0.19546695	0.0009814370259449707	0.83614457	H3f3a	0.8773235	1.0852062785014583e-196	0.97809595	Rbpj	0.46767062	9.120182841814598e-08	0.18705574
242	Tspan4	0.4674274	0.0010339748153064142	0.22409639	Rsrp1	1.0201972	5.568149246679078e-198	0.9283529	Lrrc8c	0.58082813	1.0099564949496345e-07	0.13318369
243	Bnip3	0.37082133	0.0010356634777494826	0.3686747	Ndufs4	1.1716462	1.3648129118544004e-198	0.7812653	Atf4	0.22614387	1.2351179396060007e-07	0.590722
244	Alkbh2	0.7672538	0.0010679755773258528	0.10361446	Marcksl1	1.0851351	3.577669949490593e-198	0.8731645	Klf11	0.5594066	2.138509354204995e-07	0.13729891
245	Arl4c	0.2692937	0.0010750904044981328	0.56987953	Btf3	0.8195187	6.6845583343875e-195	0.98941505	Bmp2	0.57716465	2.590896712325996e-07	0.12757201
246	S100a1	0.22088215	0.0011309433674756796	0.72409636	Nr4a2	1.6130633	2.6797337946097033e-201	0.55115026	Acox1	0.51443434	2.661748325063528e-07	0.16161616
247	Hacd1	0.3730054	0.0011745402551811405	0.31325302	Mast4	1.2330245	9.781086742758642e-199	0.76095206	Axl	0.5897438	4.7175442398852745e-07	0.109240554
248	Nudcd3	0.41689748	0.0012237666984072147	0.2614458	Cct4	1.1282246	4.1018722414077875e-197	0.7883627	Ost4	0.19333336	5.075212544163971e-07	0.65581745
249	Htra1	0.5293363	0.0012918961665377884	0.1879518	1110008P14Rik	1.1983807	3.131362299865248e-197	0.78616005	Fkbp11	0.51264197	5.192476689274251e-07	0.15114105
250	Ost4	0.2055086	0.0012918341449557802	0.72289157	Foxp1	1.1386329	1.0507915466168025e-196	0.82892805	Plgrkt	0.42418873	6.120430630406826e-07	0.20014964
251	Impdh1	0.6250634	0.0013095317057643613	0.13855422	BC031181	1.1305734	4.153457003555842e-196	0.81975037	Sel1l3	0.64043033	8.180891141096368e-07	0.09913954
252	Zdhhc21	0.6181537	0.0013280193547046393	0.14457831	Oser1	1.3545934	2.4299770243045193e-198	0.6527778	Pfkp	0.5740301	8.673001737853651e-07	0.12345679
253	Oxct1	0.4967064	0.0013280193547046393	0.19277108	Osr1	2.829378	7.069382724679921e-209	0.17676212	Eps8l3	0.45046243	9.113919692037501e-07	0.16835018
254	Dusp3	0.62086666	0.0013797341761861992	0.13855422	Rai14	1.5004799	1.0433955050305908e-198	0.55237395	Id2	0.26553282	9.283099153464426e-07	0.44145155
255	Arhgdig	0.7208876	0.0014069189801854548	0.11325301	Chmp5	1.0408355	1.7079981621878982e-194	0.88387173	Odc1	0.3048454	1.168750455682891e-06	0.33034045
256	Stk38l	0.61458904	0.0014196997662988926	0.1373494	Mal2	1.1901776	1.1759528470770283e-193	0.8128977	Pdgfb	0.5720643	1.886770719664466e-06	0.101384215
257	Timm10	0.42370936	0.0014343197571733074	0.24457832	Serinc1	1.3150141	7.417600701659024e-195	0.6633627	Asns	0.44247696	3.0803618509729025e-06	0.1661055
258	Pmaip1	0.43119612	0.0014804074586051573	0.25421688	Lepr	3.5987394	5.664839158270975e-206	0.14708762	Slc12a2	0.28226784	3.5718636486998223e-06	0.32772166
259	Arl8a	0.40127364	0.0015240460030321408	0.26987952	C1d	1.1919227	1.1069393750995596e-193	0.7258933	Chsy1	0.6561332	4.205900602906129e-06	0.084923305
260	Cst3	0.18251687	0.001527895308642264	0.826506	Dusp6	1.106546	1.4360108393716015e-193	0.84116495	Lyz2	0.37827402	4.377390210479454e-06	0.2053872
261	Med21	0.26862726	0.0015362856432944584	0.49156627	Padi4	2.6491423	1.7543721909757825e-200	0.252325	Fam43a	0.5496695	4.383418076023854e-06	0.109240554
262	2810004N23Rik	0.3840512	0.0016059871638156077	0.2807229	Ramp1	1.3996612	1.0510032313035016e-193	0.64262116	Nme3	0.43227148	4.705380691928299e-06	0.16236438
263	Sprr2a3	0.5945942	0.001639740214897075	0.17349398	Fam20c	1.9807411	1.1475622553642482e-197	0.35425845	Tnfrsf11b	0.53929347	6.073737232194904e-06	0.10849233
264	H2-Aa	0.5468235	0.0017209319840585924	0.17228916	Rnf10	1.1210649	2.930942757074594e-191	0.8085536	Nab2	0.43119726	6.243284264967689e-06	0.1597456
265	Txndc5	0.34067956	0.001761562606594053	0.34457833	Nedd9	1.458944	1.2345049375964386e-193	0.59189916	Ube3a	0.23241176	6.784800953452175e-06	0.4276094
266	Bri3	0.20471053	0.001788153991935409	0.726506	Tmem176a	1.1605914	1.3993676159005296e-193	0.80922663	Syngr1	0.3306649	6.8809956585479126e-06	0.24167602
267	Smdt1	0.19692014	0.001958322730646216	0.74216866	Hnrnpk	0.8523842	1.5417729107407003e-188	0.97607684	Mid1ip1	0.35120744	7.199808873375748e-06	0.21436588
268	Atxn1	0.49622038	0.001958708633343513	0.18674698	Ppbp	2.419146	8.006033573252977e-200	0.31577337	Nop2	0.39741075	7.648337443748503e-06	0.1795735
269	Scx	0.68515736	0.0020028222216986334	0.10843374	Krt19	0.89477754	4.524579496472654e-188	0.9987151	Btg2	0.20816985	8.277627182730762e-06	0.5753835
270	1190005I06Rik	0.79746926	0.0020352152101266474	0.08674699	Prdx1	0.58091474	1.6223062984127863e-188	0.99987763	Gars	0.29701725	8.984576359365818e-06	0.28208005
271	Syce2	0.5266203	0.00208317484941754	0.16506024	Pdcd6	0.98114055	9.44538496637156e-189	0.90449095	Pop5	0.27356437	9.637835325062871e-06	0.31724653
272	Rplp1	0.119020544	0.0020997288908912847	0.9819277	Oat	1.5035242	6.8294917296886875e-192	0.55243516	Gstt3	0.5671609	1.2659537586697202e-05	0.10175832
273	Lpin2	0.48787442	0.002101320077348947	0.19036144	Alcam	1.0695531	2.228758798384951e-188	0.860744	Tgfa	0.54495734	1.4290319557930322e-05	0.09951366
274	Itga6	0.2878816	0.002108321446235944	0.44578314	Drg1	1.2900689	3.3407606798448983e-189	0.6368698	Procr	0.36968455	2.3349144049529696e-05	0.18368874
275	Gem	0.65832525	0.002140529217303424	0.12650603	Anxa2	0.7266214	2.5372036738797914e-185	0.9992658	Pabpc1	0.13132527	2.625862584586699e-05	0.8346427
276	Afp	0.3767085	0.002221758493964348	0.28554216	Capza2	0.94237405	9.722705165080547e-186	0.9276187	Sssca1	0.24804914	2.8231255810836755e-05	0.342312
277	Plgrkt	0.46486393	0.002270136954566432	0.20240964	Klra4	2.4939256	9.043128135809544e-196	0.22118208	Myadm	0.3623115	2.9940313000737824e-05	0.19079685
278	Gtpbp6	0.50143576	0.0023069942566138566	0.17108434	Ms4a8a	1.965683	8.960044211963538e-193	0.33516887	Vsig1	0.49303073	3.003458950444192e-05	0.112233445
279	Rpl35	0.10278235	0.0024118365881686363	0.9927711	Mcpt1	1.6083565	2.1448073685197756e-190	0.69683063	Uqcc3	0.25110325	3.255788760701934e-05	0.3393191
280	Arl2bp	0.37802243	0.002453306701702667	0.27108434	Hint2	1.2678516	6.028113006509188e-187	0.6773128	Rps7	0.10211251	3.864453370547873e-05	0.94612795
281	Pole4	0.31568304	0.002459035505499563	0.36506024	Timp1	1.4229575	3.79786520870616e-189	0.5744616	Emg1	0.18178873	3.924600286008202e-05	0.51964086
282	Myh14	0.59470886	0.00252242066813331	0.13012049	Map1lc3b	0.84692514	3.0233861618016177e-183	0.98115516	Foxq1	0.22851014	4.135395117858049e-05	0.42499065
283	Sac3d1	0.52237177	0.0025768211165342514	0.15903614	Sptssa	1.2471974	1.0088848943231475e-185	0.6834312	Gfer	0.278376	5.148247073026029e-05	0.26674148
284	Fxyd4	0.71408814	0.0026693141113205963	0.110843375	Sdc1	0.9562588	1.8072005964427554e-183	0.9585169	Plekha5	0.40302816	6.093772258290674e-05	0.14478114
285	Pura	0.292102	0.002685841020240716	0.4120482	Psmb6	0.90484226	1.4694217517404166e-182	0.95190895	Sars	0.19598944	6.914461817031106e-05	0.4590348
286	Sh3bp1	0.696789	0.0027010734458215832	0.104819275	Crem	1.5960088	2.560652725323168e-187	0.48329663	Jag1	0.35321233	8.688701857056444e-05	0.16647962
287	Trio	0.6811181	0.002731977310653561	0.106024094	Nab1	1.3735644	1.952924617946023e-186	0.58633137	Il23a	0.5478079	8.944170095784353e-05	0.073699966
288	Lpcat1	0.5955975	0.0027834701024214226	0.13253012	Ass1	2.009406	2.148518787431092e-190	0.32446158	Mtmr11	0.44463104	9.00926893448686e-05	0.11709689
289	Dpp7	0.74382174	0.0028735089699004337	0.09518072	Mob4	1.2195559	3.8338172549204327e-184	0.7044787	Abhd8	0.48831385	0.00011002799719271464	0.10063599
290	Slc34a2	0.6393132	0.002899905370843966	0.124096386	Fosb	1.0073278	5.918861175052238e-182	0.94719774	Chmp4c	0.35195574	0.00017581389933441185	0.1563786
291	Tmem45a	0.6265342	0.003081237931925844	0.11566265	Arhgap10	2.2115338	3.875392901873358e-190	0.24908224	Sc5d	0.3660829	0.00017878233146768882	0.14927049
292	Parm1	0.50603896	0.003083895301236291	0.16746987	Ndufa4	0.85494584	4.816798295878699e-180	0.97876894	Tjp1	0.27720106	0.00019332438971371346	0.23569024
293	Grb14	0.6815384	0.0030885008725070823	0.1	Vcp	0.9604814	1.3846384597616125e-179	0.9065712	Srm	0.2466315	0.00020151719109022813	0.2704826
294	Vps36	0.27787703	0.0032807477964459106	0.42168674	Actn1	1.0839307	2.0838138751351283e-180	0.8050049	Wars	0.27225327	0.0002031736184302342	0.2375608
295	Fads3	0.4272738	0.0034596547786607374	0.20361446	Dynlt3	1.2118506	4.965279639709464e-181	0.69450563	Mlf2	0.14517164	0.00020684381290162932	0.6243921
296	Rpl14	0.08617423	0.003515729099583234	0.99759036	Atp5l	0.7902118	4.471031927223213e-178	0.9826848	Hcfc1r1	0.18304564	0.00021590839357960766	0.46502057
297	Ppfibp1	0.39003643	0.003560596668730239	0.24698795	9530068E07Rik	1.1907055	2.2634191280587166e-180	0.7148189	Gpm6b	0.38879362	0.0002292569369237005	0.13280958
298	Wipi1	0.42645133	0.003562945187208769	0.22650602	Psmb5	0.9485094	1.2847018277557175e-178	0.9090186	Gnl1	0.28545165	0.0003343616154847265	0.2117471
299	Flot1	0.36450502	0.0035723511562568014	0.2759036	Mpzl1	1.2374719	1.2727676080265027e-180	0.6863681	Sh3kbp1	0.41074854	0.0003373020655588291	0.11260755
300	Rnaset2a	0.28043863	0.003755644332953194	0.42289156	Eif1	0.55711484	7.3225245812988825e-177	0.99987763	Snrpg	0.13102598	0.00036788945300032	0.72390574
301	Trove2	0.54855096	0.0037944520190715454	0.14337349	H2-D1	0.9935033	2.799860894693216e-177	0.9722222	Unc5b	0.41165873	0.0003924704992773147	0.10737
302	Acot13	0.3335584	0.003884146270361632	0.3060241	Ddit4	1.3955789	8.098812698215213e-182	0.5712188	Foxa2	0.40911624	0.0004006823238637843	0.11036289
303	Gng11	0.7216731	0.0041963920778818374	0.09277108	Efemp1	1.9132423	1.806534374620731e-184	0.3215859	Ndufa7	0.10373899	0.0004018374985462703	0.8469884
304	Rtkn	0.43009382	0.0042342122085509415	0.20843373	Uhrf2	1.3803297	6.919551867150899e-179	0.5950196	Impdh1	0.38221237	0.000402670105679466	0.124205016
305	Drap1	0.22693513	0.004497861976675045	0.55421686	Prdx4	1.1637312	8.266004308248125e-178	0.70735437	Lgals9	0.24748452	0.00043170327671235	0.24728769
306	Angptl4	0.41940555	0.004555880561464536	0.23253012	Fundc1	1.4098262	2.5779916748562524e-178	0.57023984	Klhdc10	0.40517703	0.0005066624576220686	0.11185934
307	Sec62	0.18660323	0.004654387123435725	0.72409636	Dcxr	1.5005252	9.155147415096517e-180	0.52753305	Spint2	0.09739169	0.000514046876957384	0.9150767
